Target,RA,DEC,Sp. Type,T_eff [K],V [mag],G [mag],Data product plots,Pre-upgrade DRS,Post-upgrade DRS,Pre-upgrade standard SERVAL,Post-upgrade standard SERVAL,Pre-upgrade mlc SERVAL (use these),Post-upgrade mlc SERVAL(use these),RA_deg,DEC_deg
HD219057,23:13:09.8158,-30:26:59.297,G3V,5800.5,9.6,9.4,HD219057_plots.pdf,HD219057_harps_pre-drs.vels,HD219057_harps_post-drs.vels,HD219057_harps_pre-serval.vels,HD219057_harps_post-serval.vels,HD219057_harps_pre_serval-mlc.vels,HD219057_harps_post_serval-mlc.vels,348.2908991666666,-30.449804722222222
HD219077,23:14:06.5879,-62:42:00.012,G8V+,,6.1,5.9,HD219077_plots.pdf,HD219077_harps_pre-drs.vels,,HD219077_harps_pre-serval.vels,,HD219077_harps_pre_serval-mlc.vels,,348.5274495833333,-62.700003333333335
HD219249,23:15:09.6813,-56:43:45.176,G7V,5551.0,8.0,7.8,HD219249_plots.pdf,HD219249_harps_pre-drs.vels,,HD219249_harps_pre-serval.vels,,HD219249_harps_pre_serval-mlc.vels,,348.79033874999993,-56.729215555555555
HD21938,03:30:50.3434,-37:22:20.244,G0V,5865.5,8.9,7.5,HD21938_plots.pdf,HD21938_harps_pre-drs.vels,,HD21938_harps_pre-serval.vels,,HD21938_harps_pre_serval-mlc.vels,,52.70976416666666,-37.37229
HD219449,23:15:53.4952,-09:05:15.841,K1-IIIFe-0.5,,4.2,3.9,HD219449_plots.pdf,HD219449_harps_pre-drs.vels,,HD219449_harps_pre-serval.vels,,HD219449_harps_pre_serval-mlc.vels,,348.97289666666666,-9.087733611111112
HD219556,23:17:08.1418,-45:40:39.229,K0V,5476.5,9.0,8.9,HD219556_plots.pdf,HD219556_harps_pre-drs.vels,,HD219556_harps_pre-serval.vels,,HD219556_harps_pre_serval-mlc.vels,,349.2839241666667,-45.67756361111111
HD219688,23:17:54.2137,-09:10:57.067,B7/8V,8604.8,4.4,4.3,HD219688_plots.pdf,HD219688_harps_pre-drs.vels,,HD219688_harps_pre-serval.vels,,HD219688_harps_pre_serval-mlc.vels,,349.47589041666663,-9.18251861111111
HD21977,03:32:25.9071,-04:21:39.920,G2/3V,5889.0,9.1,8.0,HD21977_plots.pdf,HD21977_harps_pre-drs.vels,,HD21977_harps_pre-serval.vels,,HD21977_harps_pre_serval-mlc.vels,,53.10794624999999,-4.361088888888888
HD219781,23:18:23.4472,+12:06:48.471,G5,5636.0,8.4,8.2,HD219781_plots.pdf,HD219781_harps_pre-drs.vels,,HD219781_harps_pre-serval.vels,,HD219781_harps_pre_serval-mlc.vels,,349.59769666666665,12.113464166666667
HD219784,23:18:49.4407,-32:31:55.288,K1III,4743.5,4.4,4.0,HD219784_plots.pdf,HD219784_harps_pre-drs.vels,,HD219784_harps_pre-serval.vels,,HD219784_harps_pre_serval-mlc.vels,,349.70600291666665,-32.532024444444446
HD219828,23:18:46.7342,+18:38:44.615,G0IV,5831.5,8.0,7.9,HD219828_plots.pdf,HD219828_harps_pre-drs.vels,HD219828_harps_post-drs.vels,HD219828_harps_pre-serval.vels,HD219828_harps_post-serval.vels,HD219828_harps_pre_serval-mlc.vels,HD219828_harps_post_serval-mlc.vels,349.6947258333333,18.64572638888889
HD220096,23:21:15.4990,-26:59:12.369,G5IV,5280.7,5.7,5.4,HD220096_plots.pdf,HD220096_harps_pre-drs.vels,,HD220096_harps_pre-serval.vels,,HD220096_harps_pre_serval-mlc.vels,,350.31457916666665,-26.98676916666667
HD220308,23:22:55.0093,-24:02:05.934,K1/2V,4751.0,10.0,9.7,HD220308_plots.pdf,HD220308_harps_pre-drs.vels,,HD220308_harps_pre-serval.vels,,HD220308_harps_pre_serval-mlc.vels,,350.7292054166666,-24.034981666666667
HD220367,23:24:18.8271,-72:09:54.702,G0V,6011.8,6.9,6.7,HD220367_plots.pdf,HD220367_harps_pre-drs.vels,,HD220367_harps_pre-serval.vels,,HD220367_harps_pre_serval-mlc.vels,,351.07844624999996,-72.16519500000001
HD220456,23:24:03.5022,-34:18:01.012,G2V,5900.3,8.5,8.4,,HD220456_harps_pre-drs.vels,HD220456_harps_post-drs.vels,HD220456_harps_pre-serval.vels,HD220456_harps_post-serval.vels,,,351.01459249999994,-34.30028111111111
HD220507,23:24:42.1153,-52:42:06.761,G5V,5678.6,7.6,7.4,,HD220507_harps_pre-drs.vels,HD220507_harps_post-drs.vels,HD220507_harps_pre-serval.vels,HD220507_harps_post-serval.vels,HD220507_harps_pre_serval-mlc.vels,HD220507_harps_post_serval-mlc.vels,351.1754804166666,-52.70187805555556
HD22054,03:32:13.1879,-31:34:13.980,F0V,6669.6,8.2,8.1,HD22054_plots.pdf,HD22054_harps_pre-drs.vels,,HD22054_harps_pre-serval.vels,,HD22054_harps_pre_serval-mlc.vels,,53.054949583333325,-31.57055
HD220572,23:25:19.4650,-56:50:56.339,K0III,4773.8,5.6,5.3,HD220572_plots.pdf,HD220572_harps_pre-drs.vels,,HD220572_harps_pre-serval.vels,,HD220572_harps_pre_serval-mlc.vels,,351.33110416666665,-56.84898305555556
HD220657,23:25:22.7835,+23:24:14.760,F8III,6060.5,4.4,4.2,HD220657_plots.pdf,,HD220657_harps_post-drs.vels,,HD220657_harps_post-serval.vels,,HD220657_harps_post_serval-mlc.vels,351.34493125,23.4041
HD220689,23:25:52.9921,-20:36:57.701,G3V,5944.0,7.8,7.6,HD220689_plots.pdf,HD220689_harps_pre-drs.vels,,HD220689_harps_pre-serval.vels,,HD220689_harps_pre_serval-mlc.vels,,351.47080041666663,-20.616028055555557
HD220729,23:26:36.5600,-52:43:17.673,F4V,6659.3,5.5,5.4,HD220729_plots.pdf,HD220729_harps_pre-drs.vels,,HD220729_harps_pre-serval.vels,,HD220729_harps_pre_serval-mlc.vels,,351.65233333333333,-52.72157583333333
HD221146,23:29:30.3175,-01:02:09.225,G1V,5887.0,6.9,6.7,HD221146_plots.pdf,HD221146_harps_pre-drs.vels,,HD221146_harps_pre-serval.vels,,HD221146_harps_pre_serval-mlc.vels,,352.37632291666665,-1.0358958333333335
HD221287,23:31:20.3381,-58:12:35.032,F7V,6191.0,7.8,7.7,HD221287_plots.pdf,HD221287_harps_pre-drs.vels,,HD221287_harps_pre-serval.vels,,HD221287_harps_pre_serval-mlc.vels,,352.83474208333325,-58.20973111111111
HD221503,23:32:49.3984,-16:50:44.322,K6V,,8.6,8.1,HD221503_plots.pdf,HD221503_harps_pre-drs.vels,HD221503_harps_post-drs.vels,HD221503_harps_pre-serval.vels,HD221503_harps_post-serval.vels,HD221503_harps_pre_serval-mlc.vels,HD221503_harps_post_serval-mlc.vels,353.20582666666667,-16.845644999999998
HD221550,23:33:20.571,-47:18:08.51,G3/6+G3/6,5508.9,9.4,,,HD221550_harps_pre-drs.vels,,HD221550_harps_pre-serval.vels,,,,353.3357125,-47.302363888888884
HD221575,23:33:23.8260,-12:39:52.624,K2V,4965.3,8.8,8.5,HD221575_plots.pdf,HD221575_harps_pre-drs.vels,HD221575_harps_post-drs.vels,HD221575_harps_pre-serval.vels,HD221575_harps_post-serval.vels,HD221575_harps_pre_serval-mlc.vels,HD221575_harps_post_serval-mlc.vels,353.349275,-12.664617777777778
HD221580,23:33:40.1542,-53:39:29.295,G8/K1wF,5345.3,9.2,9.0,HD221580_plots.pdf,HD221580_harps_pre-drs.vels,,HD221580_harps_pre-serval.vels,,HD221580_harps_pre_serval-mlc.vels,,353.41730916666666,-53.658137499999995
HD221627,23:33:34.7964,+17:49:07.783,G1IV,5795.7,6.8,6.6,HD221627_plots.pdf,HD221627_harps_pre-drs.vels,,HD221627_harps_pre-serval.vels,,HD221627_harps_pre_serval-mlc.vels,,353.39498499999996,17.818828611111112
HD221760,23:35:04.5708,-42:36:54.540,ApSrCrEu,7369.5,4.7,4.5,HD221760_plots.pdf,HD221760_harps_pre-drs.vels,,HD221760_harps_pre-serval.vels,,HD221760_harps_pre_serval-mlc.vels,,353.76904499999995,-42.61515
HD22177,03:32:01.8475,-52:28:25.894,G3/5V,5656.0,7.8,7.6,HD22177_plots.pdf,HD22177_harps_pre-drs.vels,HD22177_harps_post-drs.vels,HD22177_harps_pre-serval.vels,HD22177_harps_post-serval.vels,HD22177_harps_pre_serval-mlc.vels,HD22177_harps_post_serval-mlc.vels,53.00769791666666,-52.47385944444444
HD221950,23:36:23.2849,+02:06:07.992,F6V,6378.0,5.7,5.5,HD221950_plots.pdf,HD221950_harps_pre-drs.vels,,HD221950_harps_pre-serval.vels,,HD221950_harps_pre_serval-mlc.vels,,354.0970204166667,2.10222
HD221954,23:36:44.5741,-42:21:44.290,G5/6V,5590.2,8.7,8.5,HD221954_plots.pdf,HD221954_harps_pre-drs.vels,HD221954_harps_post-drs.vels,HD221954_harps_pre-serval.vels,HD221954_harps_post-serval.vels,HD221954_harps_pre_serval-mlc.vels,HD221954_harps_post_serval-mlc.vels,354.1857254166666,-42.36230277777778
HD222095,23:37:50.9941,-45:29:32.467,A1/2V,8300.0,4.7,4.7,HD222095_plots.pdf,HD222095_harps_pre-drs.vels,,HD222095_harps_pre-serval.vels,,HD222095_harps_pre_serval-mlc.vels,,354.4624754166666,-45.492351944444444
HD222259,23:39:39.4804,-69:11:44.705,G6V+K3Ve,5597.5,8.2,,HD222259_plots.pdf,HD222259_harps_pre-drs.vels,,HD222259_harps_pre-serval.vels,,HD222259_harps_pre_serval-mlc.vels,,354.9145016666666,-69.1957513888889
HD22231,03:32:34.8032,-50:22:43.122,K2III,4719.0,5.7,5.3,HD22231_plots.pdf,HD22231_harps_pre-drs.vels,,HD22231_harps_pre-serval.vels,,HD22231_harps_pre_serval-mlc.vels,,53.145013333333324,-50.378645
HD222422,23:40:37.8539,-18:59:20.020,G5V,,7.6,7.4,HD222422_plots.pdf,HD222422_harps_pre-drs.vels,,HD222422_harps_pre-serval.vels,,HD222422_harps_pre_serval-mlc.vels,,355.1577245833333,-18.988894444444444
HD222480,23:41:08.3502,-32:04:16.526,G1V,5761.2,7.1,6.9,HD222480_plots.pdf,,HD222480_harps_post-drs.vels,,HD222480_harps_post-serval.vels,,HD222480_harps_post_serval-mlc.vels,355.2847924999999,-32.07125722222222
HD22249,03:33:03.8148,-46:43:20.291,G2V,5769.8,8.7,8.5,HD22249_plots.pdf,HD22249_harps_pre-drs.vels,,HD22249_harps_pre-serval.vels,,HD22249_harps_pre_serval-mlc.vels,,53.265894999999986,-46.72230305555556
HD222582,23:41:51.5299,-05:59:08.731,G5V,5793.0,7.7,7.5,HD222582_plots.pdf,HD222582_harps_pre-drs.vels,,HD222582_harps_pre-serval.vels,,HD222582_harps_pre_serval-mlc.vels,,355.46470791666667,-5.985758611111111
HD222595,23:42:12.6609,-53:25:23.947,G5V,5662.0,8.0,7.8,HD222595_plots.pdf,HD222595_harps_pre-drs.vels,,HD222595_harps_pre-serval.vels,,HD222595_harps_pre_serval-mlc.vels,,355.5527537499999,-53.42331861111111
HD222603,23:42:02.8061,+01:46:48.148,A7V,7668.0,4.5,4.4,HD222603_plots.pdf,HD222603_harps_pre-drs.vels,,HD222603_harps_pre-serval.vels,,HD222603_harps_pre_serval-mlc.vels,,355.5116920833333,1.780041111111111
HD222669,23:43:57.3635,-82:30:30.604,G1V,5890.2,7.7,7.5,HD222669_plots.pdf,HD222669_harps_pre-drs.vels,HD222669_harps_post-drs.vels,HD222669_harps_pre-serval.vels,HD222669_harps_post-serval.vels,HD222669_harps_pre_serval-mlc.vels,HD222669_harps_post_serval-mlc.vels,355.98901458333324,-82.50850111111112
HD222910,23:44:54.2027,-47:20:41.025,G8IV/V,5415.4,9.2,9.1,HD222910_plots.pdf,HD222910_harps_pre-drs.vels,,HD222910_harps_pre-serval.vels,,HD222910_harps_pre_serval-mlc.vels,,356.22584458333336,-47.34472916666667
HD223121,23:46:55.7969,-31:58:54.528,K1V,5071.0,9.3,9.1,HD223121_plots.pdf,HD223121_harps_pre-drs.vels,,HD223121_harps_pre-serval.vels,,HD223121_harps_pre_serval-mlc.vels,,356.73248708333324,-31.98181333333333
HD223171,23:47:20.8269,-48:16:32.113,G2V,,6.9,6.7,,HD223171_harps_pre-drs.vels,HD223171_harps_post-drs.vels,HD223171_harps_pre-serval.vels,HD223171_harps_post-serval.vels,HD223171_harps_pre_serval-mlc.vels,HD223171_harps_post_serval-mlc.vels,356.83677874999995,-48.27558694444444
HD223238,23:47:52.4055,+04:10:31.716,G5V,,7.7,7.5,HD223238_plots.pdf,HD223238_harps_pre-drs.vels,HD223238_harps_post-drs.vels,HD223238_harps_pre-serval.vels,HD223238_harps_post-serval.vels,HD223238_harps_pre_serval-mlc.vels,HD223238_harps_post_serval-mlc.vels,356.96835625,4.175476666666667
HD223272,23:48:15.1882,-19:04:16.865,K2/3(V),5094.5,9.6,9.4,HD223272_plots.pdf,HD223272_harps_pre-drs.vels,HD223272_harps_post-drs.vels,HD223272_harps_pre-serval.vels,HD223272_harps_post-serval.vels,HD223272_harps_pre_serval-mlc.vels,HD223272_harps_post_serval-mlc.vels,357.0632841666667,-19.07135138888889
HD223282,23:48:21.3242,-27:53:50.991,G8.5V,5554.0,8.6,8.4,HD223282_plots.pdf,HD223282_harps_pre-drs.vels,,HD223282_harps_pre-serval.vels,,HD223282_harps_pre_serval-mlc.vels,,357.0888508333333,-27.8974975
HD223340,23:48:50.4948,-28:07:15.664,K1V,5292.5,9.3,8.8,HD223340_plots.pdf,HD223340_harps_pre-drs.vels,HD223340_harps_post-drs.vels,HD223340_harps_pre-serval.vels,HD223340_harps_post-serval.vels,HD223340_harps_pre_serval-mlc.vels,HD223340_harps_post_serval-mlc.vels,357.21039499999995,-28.121017777777777
HD223352,23:48:55.5465,-28:07:48.974,A0Vnp,,4.6,,HD223352_plots.pdf,HD223352_harps_pre-drs.vels,,HD223352_harps_pre-serval.vels,,HD223352_harps_pre_serval-mlc.vels,,357.23144375,-28.130270555555555
HD223681,23:51:49.4961,-46:19:09.405,K2Vk,4999.2,9.6,9.4,HD223681_plots.pdf,HD223681_harps_pre-drs.vels,HD223681_harps_post-drs.vels,HD223681_harps_pre-serval.vels,HD223681_harps_post-serval.vels,HD223681_harps_pre_serval-mlc.vels,HD223681_harps_post_serval-mlc.vels,357.95623374999997,-46.31927916666667
HD223781,23:52:37.1053,+10:56:50.230,A4Vn,7996.5,5.3,5.2,HD223781_plots.pdf,HD223781_harps_pre-drs.vels,,HD223781_harps_pre-serval.vels,,HD223781_harps_pre_serval-mlc.vels,,358.15460541666664,10.947286111111111
HD223854,23:53:06.8936,+02:19:52.009,F5V,6092.5,8.1,7.9,HD223854_plots.pdf,HD223854_harps_pre-drs.vels,HD223854_harps_post-drs.vels,HD223854_harps_pre-serval.vels,HD223854_harps_post-serval.vels,HD223854_harps_pre_serval-mlc.vels,HD223854_harps_post_serval-mlc.vels,358.27872333333323,2.331113611111111
HD223889,23:53:50.1130,-75:37:57.119,M3,,10.0,9.0,HD223889_plots.pdf,HD223889_harps_pre-drs.vels,,HD223889_harps_pre-serval.vels,,HD223889_harps_pre_serval-mlc.vels,,358.45880416666665,-75.63253305555556
HD224047,23:54:50.0886,-47:48:28.538,K0V,5094.4,9.4,9.3,HD224047_plots.pdf,HD224047_harps_pre-drs.vels,,HD224047_harps_pre-serval.vels,,HD224047_harps_pre_serval-mlc.vels,,358.70870249999996,-47.80792722222222
HD224063,23:54:53.0354,-00:17:09.532,G8IV(+G),5581.0,8.4,8.2,HD224063_plots.pdf,HD224063_harps_pre-drs.vels,HD224063_harps_post-drs.vels,HD224063_harps_pre-serval.vels,HD224063_harps_post-serval.vels,HD224063_harps_pre_serval-mlc.vels,HD224063_harps_post_serval-mlc.vels,358.7209808333333,-0.28598111111111113
HD22409,03:35:57.6668,-11:11:37.625,K0III,4971.7,5.6,5.3,HD22409_plots.pdf,HD22409_harps_pre-drs.vels,,HD22409_harps_pre-serval.vels,,HD22409_harps_pre_serval-mlc.vels,,53.99027833333333,-11.193784722222222
HD224230,23:56:10.2724,-72:00:07.845,K3(V),,9.9,9.7,HD224230_plots.pdf,HD224230_harps_pre-drs.vels,HD224230_harps_post-drs.vels,HD224230_harps_pre-serval.vels,HD224230_harps_post-serval.vels,HD224230_harps_pre_serval-mlc.vels,HD224230_harps_post_serval-mlc.vels,359.0428016666666,-72.00217916666666
HD224347,23:57:10.1672,-05:27:35.955,F7V,6184.5,8.5,8.4,HD224347_plots.pdf,HD224347_harps_pre-drs.vels,,HD224347_harps_pre-serval.vels,,HD224347_harps_pre_serval-mlc.vels,,359.2923633333333,-5.4599875
HD224383,23:57:33.5186,-09:38:51.070,G3V,,7.9,7.7,HD224383_plots.pdf,HD224383_harps_pre-drs.vels,HD224383_harps_post-drs.vels,HD224383_harps_pre-serval.vels,HD224383_harps_post-serval.vels,HD224383_harps_pre_serval-mlc.vels,HD224383_harps_post_serval-mlc.vels,359.38966083333327,-9.647519444444445
HD224392,23:57:35.0785,-64:17:53.622,A1V,9046.0,5.0,5.0,,HD224392_harps_pre-drs.vels,,HD224392_harps_pre-serval.vels,,HD224392_harps_pre_serval-mlc.vels,,359.3961604166666,-64.29822833333333
HD224393,23:57:35.4446,-65:46:32.026,G5VFe-0.9,,8.2,8.0,HD224393_plots.pdf,HD224393_harps_pre-drs.vels,,HD224393_harps_pre-serval.vels,,HD224393_harps_pre_serval-mlc.vels,,359.3976858333333,-65.77556277777778
HD224433,23:57:50.1398,-30:26:52.588,G8V,5546.7,8.8,8.7,HD224433_plots.pdf,HD224433_harps_pre-drs.vels,HD224433_harps_post-drs.vels,HD224433_harps_pre-serval.vels,HD224433_harps_post-serval.vels,HD224433_harps_pre_serval-mlc.vels,HD224433_harps_post_serval-mlc.vels,359.45891583333326,-30.44794111111111
HD224538,23:58:51.7634,-61:35:12.380,F8/G0IV/V,6101.5,8.1,7.9,HD224538_plots.pdf,HD224538_harps_pre-drs.vels,,HD224538_harps_pre-serval.vels,,HD224538_harps_pre_serval-mlc.vels,,359.7156808333333,-61.58677222222222
HD224619,23:59:28.4319,-20:02:04.967,G8+V,,7.5,7.3,HD224619_plots.pdf,HD224619_harps_pre-drs.vels,HD224619_harps_post-drs.vels,HD224619_harps_pre-serval.vels,HD224619_harps_post-serval.vels,HD224619_harps_pre_serval-mlc.vels,HD224619_harps_post_serval-mlc.vels,359.86846625,-20.034713055555557
HD224685,23:59:55.0696,-64:22:20.322,G5V,5530.5,9.2,9.0,HD224685_plots.pdf,HD224685_harps_pre-drs.vels,HD224685_harps_post-drs.vels,HD224685_harps_pre-serval.vels,HD224685_harps_post-serval.vels,HD224685_harps_pre_serval-mlc.vels,HD224685_harps_post_serval-mlc.vels,359.97945666666664,-64.37231166666666
HD224693,23:59:53.8316,-22:25:41.215,G2V,5971.3,8.2,8.1,HD224693_plots.pdf,,HD224693_harps_post-drs.vels,,HD224693_harps_post-serval.vels,,HD224693_harps_post_serval-mlc.vels,359.9742983333333,-22.428115277777778
HD224789,00:00:40.3200,-69:40:33.476,K1V,5176.5,8.2,8.0,HD224789_plots.pdf,HD224789_harps_pre-drs.vels,HD224789_harps_post-drs.vels,HD224789_harps_pre-serval.vels,HD224789_harps_post-serval.vels,HD224789_harps_pre_serval-mlc.vels,HD224789_harps_post_serval-mlc.vels,0.16799999999999998,-69.67596555555556
HD224817,00:00:58.2793,-11:49:25.464,G2V,,9.1,8.2,HD224817_plots.pdf,HD224817_harps_pre-drs.vels,HD224817_harps_post-drs.vels,HD224817_harps_pre-serval.vels,HD224817_harps_post-serval.vels,HD224817_harps_pre_serval-mlc.vels,HD224817_harps_post_serval-mlc.vels,0.2428304166666666,-11.823739999999999
HD225197,00:04:19.7911,-16:31:44.536,K0III,4784.0,5.8,5.5,HD225197_plots.pdf,HD225197_harps_pre-drs.vels,,HD225197_harps_pre-serval.vels,,HD225197_harps_pre_serval-mlc.vels,,1.0824629166666664,-16.529037777777777
HD225200,00:04:20.3172,-29:16:07.763,A1V,9189.0,6.4,6.4,HD225200_plots.pdf,HD225200_harps_pre-drs.vels,,HD225200_harps_pre-serval.vels,,HD225200_harps_pre_serval-mlc.vels,,1.084655,-29.268823055555554
HD225297,00:05:02.6337,-36:00:54.429,G0V,6128.0,7.7,7.6,HD225297_plots.pdf,HD225297_harps_pre-drs.vels,HD225297_harps_post-drs.vels,HD225297_harps_pre-serval.vels,HD225297_harps_post-serval.vels,HD225297_harps_pre_serval-mlc.vels,HD225297_harps_post_serval-mlc.vels,1.2609737499999998,-36.015119166666665
HD22610,03:34:45.2937,-62:27:24.601,K2V,5043.5,9.4,9.2,HD22610_plots.pdf,HD22610_harps_pre-drs.vels,,HD22610_harps_pre-serval.vels,,HD22610_harps_pre_serval-mlc.vels,,53.68872374999999,-62.456833611111115
HD22663,03:37:05.6791,-40:16:28.740,K1III,4687.3,4.6,4.1,HD22663_plots.pdf,HD22663_harps_pre-drs.vels,,HD22663_harps_pre-serval.vels,,HD22663_harps_pre_serval-mlc.vels,,54.27366291666666,-40.27465
HD22676,03:29:58.8955,-78:21:06.661,G8III,5108.8,5.7,5.4,HD22676_plots.pdf,HD22676_harps_pre-drs.vels,,HD22676_harps_pre-serval.vels,,HD22676_harps_pre_serval-mlc.vels,,52.49539791666666,-78.35185027777777
HD230017,18:54:53.65,+10:58:40.3,M0V+M3.5V,,,,HD230017_plots.pdf,HD230017_harps_pre-drs.vels,,HD230017_harps_pre-serval.vels,,HD230017_harps_pre_serval-mlc.vels,,283.7235416666666,10.97786111111111
HD23079,03:39:43.0960,-52:54:57.016,F9.5V,5964.2,7.1,7.0,HD23079_plots.pdf,HD23079_harps_pre-drs.vels,,HD23079_harps_pre-serval.vels,,HD23079_harps_pre_serval-mlc.vels,,54.92956666666666,-52.915837777777774
HD23127,03:39:23.6379,-60:04:40.238,G2V,5752.0,8.6,8.4,HD23127_plots.pdf,HD23127_harps_pre-drs.vels,,HD23127_harps_pre-serval.vels,,HD23127_harps_pre_serval-mlc.vels,,54.848491249999995,-60.07784388888889
HD231630,19:30:43.7282,+13:40:20.809,F2,5360.0,10.6,10.2,,HD231630_harps_pre-drs.vels,,HD231630_harps_pre-serval.vels,,,,292.6822008333333,13.672446944444443
HD231701,19:32:04.1610,+16:28:27.441,F8V,6080.5,9.0,8.8,HD231701_plots.pdf,,HD231701_harps_post-drs.vels,,HD231701_harps_post-serval.vels,,HD231701_harps_post_serval-mlc.vels,293.0173375,16.474289166666665
HD23207,03:42:44.5605,-18:42:49.676,ApSrEuCr,8120.0,7.5,7.5,HD23207_plots.pdf,HD23207_harps_pre-drs.vels,,HD23207_harps_pre-serval.vels,,HD23207_harps_pre_serval-mlc.vels,,55.68566875,-18.71379888888889
HD23319,03:42:50.0552,-37:18:48.659,K1.5IIIbCN0.5,5000.0,4.6,4.2,HD23319_plots.pdf,HD23319_harps_pre-drs.vels,,HD23319_harps_pre-serval.vels,,HD23319_harps_pre_serval-mlc.vels,,55.70856333333333,-37.313516388888885
HD23356,03:43:55.3429,-19:06:39.233,K2V,,7.1,6.8,HD23356_plots.pdf,HD23356_harps_pre-drs.vels,,HD23356_harps_pre-serval.vels,,HD23356_harps_pre_serval-mlc.vels,,55.98059541666666,-19.110898055555555
HD23456,03:43:04.7615,-50:38:35.075,F9VFe-0.8CH-0.5,,7.0,6.8,HD23456_plots.pdf,HD23456_harps_pre-drs.vels,,HD23456_harps_pre-serval.vels,,HD23456_harps_pre_serval-mlc.vels,,55.76983958333333,-50.643076388888886
HD23472,03:41:50.3991,-62:46:01.479,K3.5V,4826.3,9.7,9.4,HD23472_plots.pdf,HD23472_harps_pre-drs.vels,,HD23472_harps_pre-serval.vels,,HD23472_harps_pre_serval-mlc.vels,,55.459996249999996,-62.7670775
HD23719,03:45:15.8755,-47:21:34.107,K1III,4976.8,5.7,5.5,HD23719_plots.pdf,HD23719_harps_pre-drs.vels,,HD23719_harps_pre-serval.vels,,HD23719_harps_pre_serval-mlc.vels,,56.31614791666666,-47.359474166666665
HD23901,03:48:37.9383,-04:25:16.674,G8V,5349.5,7.6,7.4,HD23901_plots.pdf,HD23901_harps_pre-drs.vels,HD23901_harps_post-drs.vels,HD23901_harps_pre-serval.vels,HD23901_harps_post-serval.vels,HD23901_harps_pre_serval-mlc.vels,HD23901_harps_post_serval-mlc.vels,57.15807624999999,-4.4212983333333336
HD23940,03:47:56.0407,-30:10:04.380,G6III,4877.2,5.5,5.2,HD23940_plots.pdf,HD23940_harps_pre-drs.vels,,HD23940_harps_pre-serval.vels,,HD23940_harps_pre_serval-mlc.vels,,56.98350291666666,-30.167883333333336
HD24015,03:50:00.4565,+09:16:31.616,A5,6763.5,8.6,8.5,,HD24015_harps_pre-drs.vels,,HD24015_harps_pre-serval.vels,,,,57.50190208333333,9.27544888888889
HD24062,03:44:46.8471,-70:01:35.940,G0V,5915.0,7.4,7.3,HD24062_plots.pdf,HD24062_harps_pre-drs.vels,HD24062_harps_post-drs.vels,HD24062_harps_pre-serval.vels,HD24062_harps_post-serval.vels,HD24062_harps_pre_serval-mlc.vels,HD24062_harps_post_serval-mlc.vels,56.195196249999995,-70.02665
HD240648,05:06:17.9892,+17:48:59.099,K0,5590.3,8.8,8.6,HD240648_plots.pdf,HD240648_harps_pre-drs.vels,,HD240648_harps_pre-serval.vels,,HD240648_harps_pre_serval-mlc.vels,,76.57495499999999,17.81641638888889
HD24085,03:45:01.5507,-70:01:26.760,G0V,6034.0,7.6,7.4,HD24085_plots.pdf,HD24085_harps_pre-drs.vels,,HD24085_harps_pre-serval.vels,,HD24085_harps_pre_serval-mlc.vels,,56.256461249999994,-70.0241
HD24112,03:48:46.8344,-40:23:57.214,F8V,6124.0,7.2,7.1,HD24112_plots.pdf,HD24112_harps_pre-drs.vels,,HD24112_harps_pre-serval.vels,,HD24112_harps_pre_serval-mlc.vels,,57.19514333333333,-40.39922611111111
HD24160,03:49:27.2452,-36:12:00.904,G7III,5022.0,4.2,3.8,HD24160_plots.pdf,HD24160_harps_pre-drs.vels,,HD24160_harps_pre-serval.vels,,HD24160_harps_pre_serval-mlc.vels,,57.36352166666666,-36.200251111111115
HD24194,03:51:56.8622,+23:54:07.045,G0V,5845.0,10.1,9.9,HD24194_plots.pdf,,HD24194_harps_post-drs.vels,,HD24194_harps_post-serval.vels,,HD24194_harps_post_serval-mlc.vels,57.98692583333332,23.901956944444443
HD242780,05:20:25.4232,+11:36:35.348,K0,5464.3,9.0,8.8,HD242780_plots.pdf,HD242780_harps_pre-drs.vels,,HD242780_harps_pre-serval.vels,,HD242780_harps_pre_serval-mlc.vels,,80.10592999999999,11.609818888888888
HD24302,03:52:53.4783,+24:42:56.631,F8,6375.6,9.5,9.3,HD24302_plots.pdf,,HD24302_harps_post-drs.vels,,HD24302_harps_post-serval.vels,,HD24302_harps_post_serval-mlc.vels,58.22282625,24.715730833333332
